accuracy,precision,recall,f1-score,specificity,g mean
0.9273109923911284,0.07660455486542443,0.925,0.14149139579349904,0.9273260550757699,0.926162297302739
0.6192868719611021,0.014712063892391762,0.875,0.028937577511368336,0.6176182707993475,0.7351299116138786
0.973385264524505,0.19607843137254902,1.0,0.32786885245901637,0.9732113688337145,0.9865147585483527
0.6763606823720553,0.013944223107569721,0.7,0.02734375,0.6762060506950123,0.6880001711384297
0.6769155685700342,0.010070493454179255,0.5,0.019743336623889437,0.6780743409202554,0.5822689846283483
0.7662866449511401,0.024539877300613498,0.9,0.047777040477770406,0.7654098360655738,0.8299812362089979
0.6746575342465754,0.018235584031542632,0.925,0.035766070565490575,0.6730137885751806,0.7890106174393613
0.6791836734693878,0.0199501246882793,1.0,0.039119804400977995,0.6770747740345111,0.8228455347357189
0.5721759032205329,0.011376564277588168,0.75,0.022413149047441166,0.5710054303110087,0.6544112412949953
0.7525368248772504,0.013227513227513227,0.5,0.02577319587628866,0.7542009884678748,0.6140850871287605
0.662569649295313,0.01208313194780087,0.625,0.02370791844476055,0.6628175519630485,0.6436310822023011
0.7379819524200164,0.00945179584120983,0.375,0.01843884449907806,0.7403798513625103,0.5269178724060718
0.5618531296205027,0.010070869078701977,0.675,0.019845644983461964,0.5611046800066148,0.6154231544266636
0.596875,0.005740057400574006,0.35,0.011294876966518758,0.5985099337748344,0.45768818732974964
0.6394927536231884,0.009584664536741214,0.525,0.01882563872702824,0.6402519893899205,0.57976917340413
0.6245671887881286,0.013060513713539399,0.75,0.025673940949935817,0.6237344398340249,0.6839596697726545
0.7797589565791646,0.0,0.0,0.0,0.7849426624563736,0.0
