accuracy,precision,recall,f1-score,specificity,g mean,
0.481741573,0.009896536,0.628571429,0.019486271,0.480528676,0.54958766,LogReg
0.993865031,0.588235294,0.857142857,0.697674419,0.995003569,0.923504305,LSTM
0.992001882,0.507692308,0.942857143,0.66,0.992409867,0.967316252,Trans
0.993450292,0.612903226,0.542857143,0.575757576,0.997169811,0.735745034,TCN
