accuracy,precision,recall,f1-score,specificity,g mean
0.9701851406588122,0.2585034013605442,0.7169811320754716,0.38,0.9734534827082318,0.835432690319788
0.9429465575349061,0.12244897959183673,0.5769230769230769,0.20202020202020202,0.947586543149683,0.7393811899993245
0.5950831525668836,0.018923713778829097,0.6037735849056604,0.03669724770642202,0.594970703125,0.5993559829847556
0.9901061776061776,0.6,0.6346153846153846,0.616822429906542,0.9946236559139785,0.7944831489373512
0.9908190384150761,0.7419354838709677,0.4339622641509434,0.5476190476190477,0.9980420949583945,0.658112913751201
0.9903241412675375,0.5909090909090909,0.75,0.6610169491525424,0.9933855952964233,0.8631565306897223
0.9828045531605716,0.37142857142857144,0.49056603773584906,0.42276422764227645,0.9892051030421982,0.6966135427247259
0.9900581959262852,0.6896551724137931,0.38461538461538464,0.49382716049382713,0.9977897838899804,0.6194879349076512
0.9825200291332847,0.37662337662337664,0.5471698113207547,0.4461538461538462,0.9881947860304968,0.7353300990850711
0.9878463782207098,0.5294117647058824,0.34615384615384615,0.4186046511627907,0.9960610536681438,0.5871885257149364
0.989778534923339,0.8666666666666667,0.24528301886792453,0.38235294117647056,0.9995069033530573,0.49513843582756606
0.9897660818713451,0.8571428571428571,0.23076923076923078,0.36363636363636365,0.9995064165844028,0.480265891880834
0.9880458648450842,0.5434782608695652,0.4716981132075472,0.5050505050505051,0.9948096885813149,0.6850181407119039
0.9872984855886663,0.0,0.0,0.0,1.0,0.0
0.9865492785522133,0.0,0.0,0.0,0.9995044598612488,0.0
0.9774730656219393,0.25609756097560976,0.40384615384615385,0.31343283582089554,0.9848710317460317,0.6306634428957558
0.9840647217455258,0.0,0.0,0.0,0.9970193740685543,0.0
