accuracy,precision,recall,f1-score,specificity,g mean
0.5093627065302911,0.007397877130910261,0.41818181818181815,0.014538558786346398,0.5101587301587301,0.46188646368897335
0.9881497866961605,0.34375,0.4,0.3697478991596639,0.9933057060886197,0.6303350556929608
0.9667033139626198,0.11330049261083744,0.41818181818181815,0.17829457364341086,0.9714828897338403,0.637382523420139
0.9889222978319354,0.3584905660377358,0.34545454545454546,0.35185185185185186,0.9945721583652618,0.5861565259295658
0.972196041470311,0.12345679012345678,0.36363636363636365,0.18433179723502305,0.9774996038662652,0.5961999676332721
