accuracy,precision,recall,f1-score,specificity,g mean
0.9798284625158831,0.1640625,0.5121951219512195,0.2485207100591716,0.9828936850519584,0.7095303734726733
0.9790109715376053,0.20666666666666667,0.7045454545454546,0.31958762886597936,0.9809447558046437,0.8313363752792022
0.9931539563763732,0.0,0.0,0.0,0.9996794871794872,0.0
0.980235894166401,0.14912280701754385,0.38636363636363635,0.21518987341772153,0.984430176565008,0.6167236194307407
0.9784551548037025,0.20987654320987653,0.8292682926829268,0.33497536945812806,0.9794377510040161,0.901230642823637
0.861799009426426,0.03192702394526796,0.6363636363636364,0.06080347448425624,0.8633950120675784,0.7412376066401042
0.9176131818908975,0.07220216606498195,0.975609756097561,0.13445378151260504,0.9172302737520129,0.9459697688935416
0.9894298526585522,0.3854166666666667,0.8409090909090909,0.5285714285714286,0.9904838709677419,0.9126373274722008
0.9913406029506093,0.37254901960784315,0.4634146341463415,0.41304347826086957,0.9948345439870864,0.6789851885261696
0.9815379675710387,0.1743119266055046,0.4318181818181818,0.24836601307189543,0.9854486661277284,0.6523301704523777
0.7770454910786048,0.008759124087591242,0.2926829268292683,0.01700921332388377,0.7802588996763754,0.47787912534642685
0.9827808175088509,0.0,0.0,0.0,0.9897893030794165,0.0
0.9813084112149533,0.04819277108433735,0.0975609756097561,0.06451612903225806,0.9871857258718573,0.31033981781924735
0.6088078722374577,0.015466015466015465,0.8636363636363636,0.030387844862055178,0.6069861900893583,0.7240271721325547
0.974156032951058,0.0,0.0,0.0,0.980650406504065,0.0
0.9763906856403622,0.0,0.0,0.0,0.9833876221498371,0.0
0.9849417098445595,0.0,0.0,0.0,0.9915240423797881,0.0
