accuracy,precision,recall,f1-score,specificity,g mean
0.7092583845063769,0.02764612954186414,1.0,0.053804765564950036,0.7068349607049298,0.8407347742926599
0.666824308347127,0.024238227146814405,1.0,0.04732927653820149,0.6640438721983787,0.8148888710728468
0.6808712121212122,0.025307302964569775,1.0,0.04936530324400564,0.6782048221532585,0.8235319193287279
0.9744015169471438,0.24475524475524477,1.0,0.39325842696629215,0.9741873804971319,0.9870093112514856
0.9905078310393926,0.4666666666666667,1.0,0.6363636363636364,0.9904283321368749,0.9952026588272737
0.8933238298883345,0.07231404958677685,1.0,0.1348747591522158,0.8924293243890752,0.9446847751441086
0.6600856327307326,0.02390710382513661,1.0,0.0466977985323549,0.6572319501079396,0.8106984335176303
0.6656346749226006,0.024322446143154968,1.0,0.04748982360922659,0.6628242074927954,0.8141401645250008
0.6721506914639962,0.023470839260312945,0.9428571428571428,0.04580152671755725,0.6698725655205578,0.7947289683943183
0.6576748627357365,0.023176550783912748,0.9714285714285714,0.045272969374167776,0.6550312951372171,0.7976942492435017
0.6694550669216062,0.02198581560283688,0.8857142857142857,0.042906574394463666,0.6676307543986503,0.7689799065990542
0.6389088298636038,0.01703800786369594,0.7428571428571429,0.033311979500320305,0.638030888030888,0.688451743070806
0.6842357450886439,0.01947565543071161,0.7428571428571429,0.03795620437956204,0.6837400338245954,0.7126858831097928
0.7306308467258336,0.027777777777777776,0.9142857142857143,0.05391743892165122,0.7290759554910499,0.8164457916694005
0.6822766570605188,0.01868460388639761,0.7142857142857143,0.03641660597232338,0.6820053281666263,0.6979589264248732
0.6381341668670354,0.020860495436766623,0.9142857142857143,0.04079031230082855,0.6357904946653734,0.7624264991139792
0.6461242176215696,0.016835016835016835,0.7142857142857143,0.03289473684210526,0.6455450352027191,0.679046093113988
