accuracy,precision,recall,f1-score,specificity,g mean
0.9918757467144564,0.45454545454545453,0.6666666666666666,0.5405405405405406,0.9942238267148015,0.814135052971271
0.9940191387559809,0.5862068965517241,0.5666666666666667,0.576271186440678,0.9971084337349397,0.7516835188094783
0.9865868263473054,0.3375,0.9,0.4909090909090909,0.9872135102533173,0.9425986204254627
0.9925659472422063,0.4857142857142857,0.5666666666666667,0.5230769230769231,0.9956521739130435,0.7511344077798091
0.9918367346938776,0.45,0.6,0.5142857142857142,0.9946795646916566,0.7725333253750248
0.9875,0.30357142857142855,0.5666666666666667,0.3953488372093023,0.9905569007263922,0.7492099686191375
0.9927797833935018,0.5,0.6,0.5454545454545454,0.9956363636363637,0.7729047924432985
0.9920481927710844,0.4634146341463415,0.6333333333333333,0.5352112676056338,0.9946601941747573,0.7936948130803675
0.9642943305186972,0.16853932584269662,1.0,0.28846153846153844,0.9640340218712029,0.9818523421936737
0.9118357487922706,0.0759493670886076,1.0,0.1411764705882353,0.9111922141119222,0.9545638868676743
0.9903264812575574,0.34375,0.36666666666666664,0.3548387096774194,0.994884287454324,0.6039792259671841
0.988861985472155,0.34,0.5666666666666667,0.425,0.9919512195121951,0.7497370812871073
0.9888484848484849,0.3333333333333333,0.5333333333333333,0.41025641025641024,0.9921855921855922,0.7274377287202315
0.9441747572815534,0.08333333333333333,0.6666666666666666,0.14814814814814814,0.9462102689486552,0.7942334958724482
0.9674362089914945,0.043859649122807015,0.16666666666666666,0.06944444444444445,0.9733170134638923,0.40276482250065243
0.9632603406326034,0.0,0.0,0.0,0.970343137254902,0.0
0.9926918392204629,0.0,0.0,0.0,1.0,0.0
