accuracy,precision,recall,f1-score,specificity,g mean
0.9899013621418506,0.6041666666666666,0.5471698113207547,0.5742574257425742,0.9954815695600475,0.73803622037774
0.9875382083235363,0.4909090909090909,0.5192307692307693,0.5046728971962616,0.9933349202570817,0.7181713268774168
0.9884651600753296,0.53125,0.6415094339622641,0.5811965811965812,0.9928486293206198,0.7980737824322264
0.9879802026867782,0.5066666666666667,0.7307692307692307,0.5984251968503937,0.9911715581006919,0.8510685501612562
0.9922133081642284,0.6388888888888888,0.8679245283018868,0.736,0.9937873357228196,0.9287262269310677
0.8235294117647058,0.037283621837549935,0.5384615384615384,0.06973848069738481,0.8270748624730926,0.6673439914093231
0.5016556291390728,0.020093457943925235,0.8113207547169812,0.0392156862745098,0.4977245508982036,0.635463813506246
0.7153682216433814,0.02557755775577558,0.5961538461538461,0.0490506329113924,0.7168544713497962,0.6537243686965961
0.8264580369843528,0.047936085219707054,0.6792452830188679,0.08955223880597014,0.8283313325330132,0.7500934277806882
0.6997389033942559,0.020553359683794466,0.5,0.039483675018982534,0.7022350396539293,0.59255170223953
0.8654942965779467,0.050788091068301226,0.5471698113207547,0.09294871794871795,0.8695547533092659,0.6897783051831193
0.7449440875565072,0.02952029520295203,0.6153846153846154,0.056338028169014086,0.7465670922669236,0.6778096362058388
0.8332539304430682,0.034532374100719423,0.4528301886792453,0.06417112299465241,0.8381182147165259,0.6160561900554175
0.7204865251609825,0.025423728813559324,0.5769230769230769,0.048701298701298704,0.7222893021009418,0.6455272005087758
0.9188156638013372,0.06382978723404255,0.39622641509433965,0.1099476439790576,0.9255139056831923,0.6055683751392671
0.8976810901267033,0.06074766355140187,0.5,0.10833333333333334,0.9026870007262164,0.6718210329865449
0.9289133556725706,0.08783783783783784,0.49056603773584906,0.1489971346704871,0.9345454545454546,0.6770939821918458
