accuracy,precision,recall,f1-score,specificity,g mean
0.9868797709923665,0.5,0.8545454545454545,0.6308724832214765,0.9886391104665216,0.919150182524612
0.9930737998566993,0.6857142857142857,0.8727272727272727,0.768,0.994675701839303,0.9317084375030102
0.9368723098995696,0.1639871382636656,0.9272727272727272,0.2786885245901639,0.9370002423067604,0.9321237955008959
0.9762987790280105,0.3382352941176471,0.8363636363636363,0.4816753926701571,0.9781659388646288,0.9044901445543071
0.9923298178331735,0.6825396825396826,0.7818181818181819,0.7288135593220338,0.9951420937575904,0.8820545234804354
0.8838492920566354,0.10204081632653061,1.0,0.18518518518518517,0.882295719844358,0.9393059777539787
0.9531475252282556,0.14646464646464646,0.5272727272727272,0.22924901185770752,0.9588507426345264,0.7110385686560095
0.9821987009862881,0.35384615384615387,0.41818181818181815,0.38333333333333336,0.9897610921501706,0.643350676599458
0.9828998073217726,0.3888888888888889,0.509090909090909,0.4409448818897638,0.9892604344642422,0.7096643529930672
0.9833614661200868,0.425531914893617,0.7272727272727273,0.5369127516778524,0.9868035190615836,0.8471571793889506
0.9809270883631096,0.3064516129032258,0.34545454545454546,0.3247863247863248,0.989478835331539,0.5846537105811865
0.9789702683103698,0.2894736842105263,0.4,0.33587786259541985,0.9867711905928467,0.6282582878380027
0.8288964181994192,0.03824362606232295,0.4909090909090909,0.07095926412614981,0.8334559725288202,0.6396492115111808
0.9738308698812697,0.18072289156626506,0.2727272727272727,0.21739130434782608,0.9833005893909627,0.5178541184693978
0.967734109655507,0.1388888888888889,0.2727272727272727,0.18404907975460122,0.9771330218834522,0.5162274926328821
0.9676949234879767,0.1320754716981132,0.2545454545454545,0.17391304347826086,0.9773510585918267,0.49877877807675186
0.9727626459143969,0.08695652173913043,0.10909090909090909,0.0967741935483871,0.9844712842001478,0.32771461268501423
