accuracy,precision,recall,f1-score,specificity,g mean
0.984748427672956,0.2236842105263158,0.3090909090909091,0.2595419847328244,0.9906423473433783,0.553352097424702
0.9653652392947103,0.10526315789473684,0.4,0.16666666666666666,0.9703033190408131,0.6229938423582735
0.9757289204097714,0.19631901840490798,0.5818181818181818,0.29357798165137616,0.9791732909379968,0.7547852832550929
0.982326021776866,0.25217391304347825,0.5272727272727272,0.3411764705882353,0.9863100923272843,0.7211479822602449
0.982306477093207,0.2,0.34545454545454546,0.25333333333333335,0.9878884462151395,0.5841836647382809
0.9854476431509016,0.2716049382716049,0.4,0.3235294117647059,0.9905856071485559,0.6294713995563439
0.9874901029295329,0.35,0.509090909090909,0.4148148148148148,0.9916932907348243,0.7105364444696323
0.9797050895830031,0.2550335570469799,0.6909090909090909,0.37254901960784315,0.9822456813819578,0.8237975909002095
0.9776190476190476,0.1791044776119403,0.43636363636363634,0.25396825396825395,0.9823859087269816,0.6547346694994095
0.8405912269548633,0.025050100200400802,0.45454545454545453,0.04748338081671415,0.8439955106621774,0.6193822107780158
0.8138424821002387,0.02714164546225615,0.5818181818181818,0.05186385737439222,0.8158908507223114,0.6889848556603728
0.7720248526366098,0.018207282913165267,0.4727272727272727,0.03506405933917734,0.7746705239472839,0.6051511249661583
0.7553429027113238,0.011881188118811881,0.32727272727272727,0.022929936305732482,0.7591311343523733,0.49844048460888524
0.7951133823059725,0.015007898894154818,0.34545454545454546,0.028766086298258896,0.7990977928145642,0.525406475778978
0.7662669864108713,0.015161957270847692,0.4,0.029216467463479414,0.7695161290322581,0.5548030746245943
0.4787898191131743,0.008898435102792267,0.5272727272727272,0.017501508750754374,0.47835917312661497,0.5022208138163898
0.7676282051282052,0.010526315789473684,0.2727272727272727,0.02027027027027027,0.7720291026677445,0.45886097201293724
