accuracy,precision,recall,f1-score,specificity,g mean
0.9752105896510229,0.13157894736842105,0.2127659574468085,0.16260162601626016,0.9839337877312561,0.4575452047731519
0.9739821729703686,0.2413793103448276,0.5833333333333334,0.34146341463414637,0.9785522788203753,0.7555277378397295
0.961881785283474,0.20320855614973263,0.8085106382978723,0.3247863247863248,0.9636408003904343,0.8826742539654947
0.934798357884569,0.12751677852348994,0.7916666666666666,0.21965317919075145,0.9364769118006352,0.8610328421004061
0.9349455864570737,0.14873417721518986,1.0,0.25895316804407714,0.9341976516634051,0.9665390067986936
0.9803921568627451,0.36363636363636365,0.9166666666666666,0.5207100591715976,0.9811413176585844,0.9483562311637097
0.9791515151515151,0.1694915254237288,0.2127659574468085,0.18867924528301888,0.9879843060323688,0.45848601594312294
0.9390924532880369,0.1413427561837456,0.8333333333333334,0.24169184290030213,0.9403388165971028,0.8852206959270584
0.892588092345079,0.024096385542168676,0.2127659574468085,0.04329004329004329,0.9004424778761062,0.4377025313281686
0.8460228654828509,0.04930662557781202,0.6666666666666666,0.09182209469153516,0.8481417671671179,0.7519493631741957
0.9013398294762485,0.026455026455026454,0.2127659574468085,0.047058823529411764,0.909314933464761,0.43985368298936733
0.9470860765666911,0.0,0.0,0.0,0.9583024919812485,0.0
0.8544566544566544,0.003616636528028933,0.0425531914893617,0.006666666666666667,0.8638833992094862,0.19173157202464583
0.8467367391835737,0.0,0.0,0.0,0.8567895127380658,0.0
0.8521419828641371,0.0035650623885918,0.0425531914893617,0.006578947368421052,0.8615651312530956,0.19147413927413282
0.9340847831413869,0.0,0.0,0.0,0.9452020828167618,0.0
0.8736196319018404,0.0,0.0,0.0,0.8838133068520357,0.0
