accuracy,precision,recall,f1-score,specificity,g mean
0.8118788452437293,0.03636363636363636,1.0,0.07017543859649122,0.8105338417540515,0.9002965299022603
0.9961804726665076,0.85,0.5666666666666667,0.68,0.9992786727578745,0.7525011060209783
0.9752262982372558,0.05952380952380952,0.16666666666666666,0.08771929824561403,0.9810460652591171,0.4043608259255416
0.989491282541199,0.4,0.9333333333333333,0.56,0.9898965600192446,0.9611989679655101
0.9485224022878932,0.06132075471698113,0.43333333333333335,0.10743801652892562,0.9522323571771484,0.6423659560121715
