accuracy,precision,recall,f1-score,specificity,g mean
0.9964429689352621,0.6744186046511628,0.9666666666666667,0.7945205479452054,0.9966563171721997,0.9815469626732723
0.995013061030634,0.5957446808510638,0.9333333333333333,0.7272727272727273,0.9954556326237742,0.9638941455275
0.9933444259567388,0.5208333333333334,0.8333333333333334,0.6410256410256411,0.9944936557337802,0.9103541690526186
0.9916686503213521,0.44680851063829785,0.7,0.5454545454545454,0.9937664828578279,0.8340482827753316
0.981177031212771,0.27522935779816515,1.0,0.4316546762589928,0.9810415166786657,0.990475399330375
0.9957050823192556,0.6304347826086957,0.9666666666666667,0.7631578947368421,0.9959144436433549,0.9811815813201498
0.9961786481967996,0.6944444444444444,0.8333333333333334,0.7575757575757576,0.9973538609574212,0.9116623374169395
0.9911504424778761,0.4444444444444444,0.9333333333333333,0.6021505376344086,0.9915682967959528,0.9620102617312472
0.9920995930093368,0.4594594594594595,0.5666666666666667,0.5074626865671642,0.9951772365565469,0.7509552366033831
0.9920882282426277,0.45714285714285713,0.5333333333333333,0.49230769230769234,0.9954117362955808,0.7286194201073994
0.9925605951523878,0.48,0.4,0.43636363636363634,0.9968576262992507,0.6314610443405835
0.9858207161739966,0.21568627450980393,0.36666666666666664,0.2716049382716049,0.990317114500121,0.6025913003991271
0.9737791676689921,0.12380952380952381,0.43333333333333335,0.1925925925925926,0.9777077780470075,0.6509019668790659
0.9797639123102867,0.09090909090909091,0.2,0.125,0.9854404270808056,0.4439460388562569
0.9886665059078852,0.0,0.0,0.0,0.9958707796939519,0.0
0.9864766964501328,0.0,0.0,0.0,0.9936755047433714,0.0
0.9867053420352913,0.0,0.0,0.0,0.9939128317506696,0.0
